,Suburb/Town Name,Postcode,Incidents Recorded,population,lat,lng,Number of Hospitals,Number of Cinemas,Distance to CBD
1391,Lang Lang,3984,982,1585.0,-38.29871,145.5762,0,0,76.24792727268671
1392,Lang Lang East,3984,22,79.0,-38.26994000000001,145.65995,0,0,79.50788055039578
1393,Langdons Hill,3363,7,21.0,-37.41581,144.06383,0,0,90.59290175919662
1394,Langi Kal Kal,3352,20,400.0,-37.37745,143.49245,0,0,138.23286991226817
1395,Langi Logan,3377,6,25.0,-37.39388,142.92449,0,0,185.4482292437988
1396,Langkoop,3318,7,111.0,-37.10043,141.07997,0,0,351.6813577181998
1397,Langley,3444,34,40.0,-37.15096,144.49764,0,0,84.20086428683354
1398,Langsborough,3971,56,118.0,-38.64944000000001,146.67396000000005,0,0,176.10917809604098
1399,Langwarrin,3910,7479,22588.0,-38.15424,145.19548999999995,0,0,43.16072625123708
1400,Langwarrin South,3911,302,1248.0,-38.18878,145.18901,0,0,46.33061344629977
1401,Lara,3212,6318,16355.0,-38.01046,144.41407,0,0,52.898721856413346
1402,Lardner,3821,228,117.0,-38.22031,145.87438999999995,0,0,91.88043725565831
1403,Larpent,3249,43,194.0,-38.35304,143.50846,0,0,140.73043326349085
1404,Lascelles,3487,33,93.0,-35.56244,142.60766,0,0,326.5807926430255
1405,Launching Place,3139,575,2394.0,-37.78102,145.57765,0,0,54.180791191490925
1406,Lauriston,3444,47,236.0,-37.24964,144.35622,0,0,82.28845449752036
1407,Lavers Hill,3238,50,78.0,-38.66751,143.37455,0,0,168.13218586725003
1408,Laverton,3028,5624,4915.0,-37.85785,144.76565,0,0,17.994286363739135
1409,Laverton North,3026,4861,73.0,-37.8336,144.78698,0,0,15.578191387355009
1410,Lawler,3480,2,19.0,-36.36645,142.76192,0,0,252.85301691037634
1411,Lawloit,3418,21,15.0,-36.45665,141.45353,0,0,345.61264415099475
1412,Lawrence,3364,12,17.0,-37.3249,143.89737,0,0,108.38365381630702
1413,Leaghur,3537,2,19.0,-35.98491,143.80101000000005,0,0,227.9310991409134
1414,Learmonth,3352,123,438.0,-37.42014,143.72178,0,0,117.64478757561402
1415,Ledcourt,3385,13,44.0,-36.98764,142.56655,0,0,230.6327413887654
1416,Leichardt,3516,24,125.0,-36.68375,144.07342,0,0,148.11749665179974
1417,Leigh Creek,3352,74,63.0,-37.56103,143.95918999999995,0,0,92.58663139857933
1418,Leitchville,3567,169,558.0,-35.91659,144.30066000000005,0,0,218.86180095049792
1419,Lemnos,3631,108,246.0,-36.34445,145.47252,0,0,169.3835052359055
1420,Leneva,3691,129,846.0,-36.20491,146.86046000000005,0,0,245.6626416830599
1421,Leonards Hill,3461,12,45.0,-37.41278,144.14106,0,0,84.89245612418291
1422,Leongatha,3953,2846,5654.0,-38.47204,145.94175,1,1,112.77105125177076
1423,Leongatha North,3953,14,138.0,-38.4274,145.97448,0,0,111.87979181363544
1424,Leongatha South,3953,97,628.0,-38.55518,145.8689,0,0,114.4597327565452
1425,Leopold,3224,3063,12814.0,-38.19642,144.46325,0,0,61.119117821405254
1426,Lerderderg,3458,33,0.0,-37.51714000000001,144.37593,0,0,61.16754039654749
1427,Leslie Manor,3260,8,64.0,-38.10403,143.36747,0,0,143.53216395876115
1428,Lethbridge,3332,161,1014.0,-37.95034,144.09011,0,0,78.06842389595562
1429,Lexton,3352,336,231.0,-37.25368,143.51639,0,0,141.823462782313
1430,Licola,3858,70,11.0,-37.60273,146.59225,0,0,145.26968465983228
1431,Licola North,3858,6,3.0,-37.5204,146.5443,0,0,142.98077876146755
1432,Lillico,3820,10,86.0,-38.12356,145.96534,0,0,94.49163996264845
1433,Lillicur,3371,16,29.0,-37.17012,143.60031999999995,0,0,139.77997397054642
1434,Lillimur,3420,53,110.0,-36.45101,141.13166,0,0,371.75647560908106
1435,Lilliput,3682,6,76.0,-36.12781,146.45883,0,0,229.69269233707467
1436,Lilydale,3140,11178,16531.0,-37.76167,145.37116,1,0,36.36955941429148
1437,Lima,3673,4,79.0,-36.74957,145.94871,0,0,146.90769048997024
1438,Lima East,3673,17,151.0,-36.81416,145.96348,0,0,141.98257074731816
1439,Lima South,3673,29,99.0,-36.83372,146.02067,0,0,143.5264509089515
1440,Limestone,3717,17,82.0,-37.27165,145.55334,0,0,79.56436398559669
1441,Lindenow,3865,117,449.0,-37.79666,147.46948999999995,0,0,220.27249864724138
1442,Lindenow South,3875,107,434.0,-37.87049,147.41983000000005,0,0,215.89181268119322
1443,Lindsay,3312,1,7.0,-37.60382,141.07658,0,0,342.5883127881475
1444,Lindsay Point,3496,7,38.0,-34.0916,141.03896,0,0,543.8374025654068
1445,Linga,3509,8,10.0,-35.175090000000004,141.67002,0,0,415.40550692239674
1446,Linton,3360,170,580.0,-37.69019,143.55291,0,0,124.65278236526245
1447,Liparoo,3549,16,38.0,-34.80854,142.58042,0,0,396.3362630825696
1448,Lismore,3324,218,420.0,-37.95811,143.35332,0,0,142.1279531471345
1449,Litchfield,3480,8,51.0,-36.2946,142.83341,0,0,253.31074174960813
1450,Little Desert,3418,1,5.0,-36.49371,141.75203,0,0,320.0438459466067
1451,Little Hampton,3458,29,62.0,-37.35918,144.28842,0,0,77.87847576437449
1452,Little River,3211,1847,1322.0,-37.9352,144.4758,0,0,44.832158931465564
1453,Llanelly,3551,21,38.0,-36.72856,143.82725,0,0,156.87605366094644
1454,Llowalong,3862,7,42.0,-37.90542,147.04173,0,0,182.84554286912152
1455,Loch,3945,172,638.0,-38.37879,145.71091,0,0,90.87604569765989
1456,Loch Sport,3851,698,814.0,-38.04369000000001,147.5859,0,0,231.53862881644562
1457,Loch Valley,3833,26,0.0,-37.80681,146.00855,0,0,91.91531871645799
1458,Lockington,3563,215,808.0,-36.27079000000001,144.50401000000005,0,0,176.17422562882354
1459,Locksley,3665,56,110.0,-36.8422,145.32009,0,0,112.42037353349731
1460,Lockwood,3551,171,754.0,-36.81466,144.16987,0,0,131.21855363166574
1461,Lockwood South,3551,120,961.0,-36.87892,144.14618000000004,0,0,126.40233051203874
1462,Loddon Vale,3575,3,31.0,-36.00071,143.94811,0,0,220.70400350354606
1463,Logan,3475,15,53.0,-36.62674000000001,143.48795,0,0,185.53034114182103
1464,Londrigan,3678,27,127.0,-36.34439,146.45004,0,0,209.90662243687837
1465,Long Forest,3340,111,361.0,-37.65803,144.50578000000004,0,0,43.65889244020664
1466,Long Gully,3550,3941,3383.0,-36.74377,144.25748000000004,0,0,134.19102446712208
1467,Longford,3851,387,1497.0,-38.23786,147.09247,0,0,192.48834040676786
1468,Longlea,3551,82,506.0,-36.76229,144.43013,0,0,125.89609321190754
1469,Longwarry,3816,1435,2004.0,-38.12414,145.77174,0,0,78.97267098323536
1470,Longwarry North,3816,313,215.0,-38.07796,145.78595,0,0,78.0296477438694
1471,Longwood,3665,67,240.0,-36.80718,145.38666,0,0,117.90406900758106
1472,Longwood East,3666,50,95.0,-36.82965,145.45693,0,0,117.70131807914701
1473,Lorne,3232,1170,1114.0,-38.52328,143.91657,0,1,120.85509775268845
1474,Lorquon,3418,3,10.0,-36.14385,141.77523,0,0,338.44889245412975
1475,Lovely Banks,3213,1111,2301.0,-38.05024,144.3188,0,0,62.32789319982768
1476,Lower Moira,3639,63,25.0,-36.08891,144.93081,0,0,191.6597678778451
1477,Lower Norton,3401,16,231.0,-36.80335,142.08018,0,0,278.4859298610353
1478,Lower Plenty,3093,1356,3891.0,-37.73855,145.11795,0,0,15.954203949266782
1479,Loy Yang,3844,15,0.0,-38.24963,146.57809,0,0,149.6378762587099
1480,Lubeck,3385,9,36.0,-36.74747,142.52181000000004,0,0,246.24835213778786
1481,Lucas,3350,542,1014.0,-37.54494,143.77308,0,0,108.7984682486344
1482,Lucknow,3875,665,1254.0,-37.80441,147.67503,0,0,238.3108457304829
1483,Lucyvale,3691,14,28.0,-36.31406,147.60528,0,0,287.6478821114784
1484,Lurg,3673,19,225.0,-36.57997,146.11766,0,0,171.027373822842
1485,Lynbrook,3975,3287,8519.0,-38.05703,145.25567,0,0,37.44535627341497
1486,Lyndhurst,3975,2561,6725.0,-38.06492,145.22978,0,0,36.591199247565115
1487,Lyons,3304,9,29.0,-38.0,141.48021,0,0,306.19308308059624
1488,Lyonville,3461,22,175.0,-37.39683,144.26703999999995,0,0,76.72050095395106
1489,Lysterfield,3156,1825,6663.0,-37.93408,145.30083,0,0,32.65200462762745
1490,Lysterfield South,3156,295,957.0,-37.95305,145.2669,0,0,30.97406701621093
1491,Macarthur,3286,108,522.0,-38.04301,142.03341,0,0,258.15559041703534
1492,Macclesfield,3782,181,851.0,-37.88186,145.49001,0,0,46.97638748360497
1493,Macedon,3440,794,2040.0,-37.42366,144.56118,0,0,55.82326508000944
1494,Macks Creek,3971,13,29.0,-38.46578,146.61213,0,0,161.54594472981768
1495,Macleod,3085,3275,9769.0,-37.72083,145.07568999999995,0,0,14.2461925625792
1496,Macorna,3579,20,87.0,-35.91653,143.98946,0,0,227.8767704412316
1497,Macorna North,3568,4,20.0,-35.84177000000001,144.08782,0,0,232.52940760087534
1498,Macs Cove,3723,34,91.0,-37.20563,146.14796,0,0,124.45440885249434
1499,Madalya,3971,5,20.0,-38.49268,146.50898999999995,0,0,154.95941388998793
1500,Maddingley,3340,1964,3453.0,-37.70107,144.4165,0,0,49.55202472358482
1501,Mafeking,3379,45,19.0,-37.38288,142.5518,0,0,217.66397967647382
1502,Maffra,3860,2527,5280.0,-37.9639,146.99692,0,0,179.341196847729
1503,Maffra West Upper,3859,18,82.0,-37.87246,146.82516,0,0,163.7136926053869
1504,Magpie,3352,140,371.0,-37.63237,143.85025,0,0,99.83393862560203
1505,Maiden Gully,3551,979,4992.0,-36.75617,144.20774,0,0,135.0886436377878
1506,Maidstone,3012,6308,9032.0,-37.78163,144.87456,0,0,8.43200866131092
1507,Mailors Flat,3275,48,425.0,-38.29057,142.46478000000005,0,0,225.04893395868578
1508,Main Lead,3373,10,46.0,-37.38703,143.37196,0,0,147.87125948937984
1509,Main Ridge,3928,114,416.0,-38.40213,144.97051000000005,0,0,65.5829154535907
1510,Maindample,3723,68,212.0,-37.02936,145.95691000000005,0,0,123.67340948794468
1511,Maintongoon,3714,9,60.0,-37.1264,145.77893,0,0,104.9380800704855
1512,Major Plains,3725,7,37.0,-36.36644,145.77812,0,0,176.31154986307243
1513,Majorca,3465,123,211.0,-37.12825,143.81361,0,0,126.73879574955974
1514,Maldon,3463,402,1513.0,-36.99697000000001,144.0776,1,0,119.69464983192988
1515,Mallacoota,3892,466,1063.0,-37.52397,149.82662,0,0,429.2977292541621
1516,Malmsbury,3446,344,831.0,-37.17644,144.3974,0,0,86.50855263858875
1517,Malvern,3144,5493,10066.0,-37.85832,145.03534,4,0,8.20164296855725
1518,Malvern East,3145,15917,21707.0,-37.87819,145.06463,1,0,11.589924546852371
1519,Mambourin,3024,204,4.0,-37.89993,144.55753,0,0,36.84548462810313
1520,Manangatang,3546,190,309.0,-35.05488,142.90001999999996,0,0,357.81839546330474
1521,Mandurang,3551,74,641.0,-36.82828,144.29105,0,0,124.48637613049272
1522,Mandurang South,3551,26,247.0,-36.86866,144.27373,0,0,121.31178526943101
1523,Mangalore,3663,120,182.0,-36.92464,145.17068,0,0,100.41349569621273
1524,Manifold Heights,3218,1216,2649.0,-38.13761,144.33369,0,0,65.90726650652877
1525,Mannerim,3222,34,88.0,-38.2221,144.59489,0,0,55.781980710541816
1526,Mannibadar,3360,24,80.0,-37.77426,143.51442,0,0,127.29244371000506
1527,Manns Beach,3971,25,24.0,-38.66227,146.79795,0,0,186.09876297222849
1528,Manorina,3889,6,8.0,-37.69027,148.79858000000004,0,0,337.53249023277255
1529,Mansfield,3722,2201,4787.0,-37.04919,146.09748000000005,1,1,131.3318575013837
1530,Maramingo Creek,3891,6,17.0,-37.39631,149.63426,0,0,414.11720533861194
1531,Marcus Hill,3222,57,159.0,-38.24109,144.57778000000005,0,0,58.36892455475012
1532,Mardan,3953,17,210.0,-38.47022,146.13176,0,0,125.74003377578185
1533,Marengo,3233,44,239.0,-38.77949,143.65526,0,0,156.76025117158346
1534,Maribyrnong,3032,13043,12216.0,-37.77242,144.88736,0,2,7.942212277769703
1535,Marionvale,3634,6,91.0,-36.2627,145.52727,0,0,179.46243513538298
1536,Markwood,3678,56,258.0,-36.47551,146.50661000000005,0,0,202.06732804213573
1537,Marlbed,3483,1,0.0,-35.8209,142.8499,0,0,290.4897177980912
1538,Marlo,3888,177,564.0,-37.76378,148.66799,0,0,325.66336107127336
1539,Marnoo,3387,40,122.0,-36.69059,142.88921000000005,0,0,221.86118663315438
1540,Marnoo East,3477,9,4.0,-36.65247,142.9585,0,0,219.3191781482531
1541,Marnoo West,3387,1,17.0,-36.70173,142.77168999999995,0,0,229.85663424735876
1542,Marong,3515,354,1416.0,-36.75381,144.09962,0,0,140.28297460864692
1543,Maroona,3377,31,110.0,-37.42114,142.86417,0,0,189.8462994817518
1544,Marraweeney,3669,12,52.0,-36.76517,145.72435,0,0,134.5491500845121
1545,Marshall,3216,873,1885.0,-38.19586,144.35718,0,0,68.03917021642098
1546,Marungi,3634,42,111.0,-36.19922,145.53153999999995,0,0,186.35841820743883
1547,Maryborough,3465,6512,7921.0,-37.05011,143.73983,1,1,137.23936876634951
1548,Maryknoll,3812,62,577.0,-38.03527,145.60482,0,0,61.56803426922573
1549,Marysville,3779,210,394.0,-37.52352,145.81221000000005,0,0,81.41114741103254
1550,Maryvale,3840,107,37.0,-38.18318,146.42808,0,0,134.8947842935455
1551,Massey,3482,2,10.0,-36.22164,142.87053,0,0,256.45583317642337
1552,Matlock,3723,12,4.0,-37.58914,146.21262,0,0,112.7675729092086
1553,Maude,3331,47,223.0,-37.94497,144.19063,0,0,69.31305664064844
1554,McCrae,3938,1051,2823.0,-38.35439,144.93241,0,0,60.32723766277767
1555,McIntyre,3472,6,42.0,-36.68919,143.67728,0,0,168.915875614215
1556,McKenzie Creek,3401,39,136.0,-36.80285,142.16045,0,0,272.0279185630342
1557,McKenzie Hill,3451,59,502.0,-37.06931,144.18469,0,0,107.42233934290428
1558,McKinnon,3204,1595,6064.0,-37.91055,145.03849,0,0,12.80413979170909
1559,McLoughlins Beach,3874,56,104.0,-38.60866,146.8885,0,0,190.15961887164713
1560,McMahons Creek,3799,60,125.0,-37.69589000000001,145.84908,0,0,79.03089341425783
1561,McMillans,3568,11,93.0,-35.84819,144.16568,0,0,229.62300013420403
1562,Mead,3568,16,89.0,-35.80468,144.1081,0,0,235.83772000870073
1563,Meadow Creek,3678,17,84.0,-36.60236,146.44893000000005,0,0,188.24101351323975
1564,Meadow Heights,3048,8556,14842.0,-37.65104,144.91916,0,0,18.33504389651983
1565,Meatian,3585,8,20.0,-35.56958,143.35371,0,0,287.6758056864899
1566,Meeniyan,3956,208,771.0,-38.57475,146.01196000000004,0,0,124.90315622510467
1567,Meering West,3579,5,13.0,-35.8849,143.71319,0,0,241.42279619118926
1568,Meerlieu,3862,39,76.0,-38.01299,147.3987,0,0,214.8936837015101
1569,Melbourne,3000,155759,47285.0,-37.82744,144.97142,6,8,1.8582961744277302
1570,Melbourne Airport,3045,4612,104.0,-37.6757,144.83596,0,0,18.823272859152148
1571,Melton,3337,14935,8069.0,-37.67536,144.60745,1,1,34.72091126935146
1572,Melton South,3338,9559,11517.0,-37.72095,144.57848,0,0,35.23526431569963
1573,Melton West,3337,7886,17589.0,-37.66274,144.54411000000005,0,0,40.36142993255928
1574,Melville Forest,3315,3,42.0,-37.48268,141.85473000000005,0,0,276.02833324918225
1575,Melwood,3875,5,26.0,-37.73493,147.51242,0,0,224.2957724841491
1576,Mena Park,3373,11,27.0,-37.53682,143.47756,0,0,134.21371392552268
1577,Mentone,3194,6196,12965.0,-37.98293,145.07487,0,0,21.384383829893657
1578,Menzies Creek,3159,233,998.0,-37.92076,145.4033,0,0,40.54560379227918
1579,Mepunga,3277,99,47.0,-38.45801,142.67618000000004,0,0,212.43627507744733
1580,Mepunga East,3277,19,67.0,-38.44394000000001,142.71202,0,0,208.9760352728934
1581,Mepunga West,3277,10,76.0,-38.44057,142.65363,0,0,213.6744323789024
1582,Merbein,3505,1967,2713.0,-34.16086,142.05123999999995,0,0,483.11026619522494
1583,Merbein South,3505,103,405.0,-34.23042,142.02778,0,0,477.72809172978043
1584,Merbein West,3505,57,190.0,-34.1673,142.00728,0,0,484.6590403788331
1585,Meredith,3333,331,788.0,-37.86712,144.03814,0,0,81.38102110875855
1586,Meringur,3496,14,67.0,-34.40742,141.26202,0,0,503.7298923019191
1587,Merino,3310,121,253.0,-37.73472,141.54153,0,0,300.7669513821888
1588,Mernda,3754,8414,16458.0,-37.59224,145.08163000000005,0,0,26.63344844026553
1589,Merriang,3737,18,178.0,-36.56464,146.68652,0,0,206.33666957228232
1590,Merriang South,3737,4,41.0,-36.59941,146.66235,0,0,202.13186741185024
1591,Merricks,3916,33,190.0,-38.39421,145.08293,0,0,65.5537558228001
1592,Merricks Beach,3926,36,127.0,-38.3983,145.10728999999995,0,0,66.37681747090477
1593,Merricks North,3926,79,426.0,-38.34137,145.07394,0,0,59.62904977204479
1594,Merrigum,3618,279,679.0,-36.36876,145.15409,0,0,161.42030443713156
1595,Merrijig,3875,136,0.0,-37.65811,147.44203000000005,0,0,218.73085071562238
1596,Merrimu,3340,121,374.0,-37.65744,144.47464,0,0,46.21397430222035
1597,Merrinee,3496,20,48.0,-34.38932,141.84821000000005,0,0,472.31874483634573
1598,Merton,3715,77,190.0,-36.98224,145.69874,0,0,112.92674104626329
1599,Metcalfe,3448,35,185.0,-37.09289,144.44163,0,0,92.26349910124014
1600,Metcalfe East,3444,9,29.0,-37.14567,144.45675,0,0,86.51972304062878
1601,Metung,3904,343,1449.0,-37.8647,147.84113,0,0,252.86332476048563
1602,Mia Mia,3444,71,178.0,-36.98479,144.60814,0,0,97.19425858801891
1603,Mickleham,3064,3782,3142.0,-37.54663,144.89917,0,0,30.065889357908283
1604,Middle Creek,3375,21,19.0,-37.39908,143.2546,0,0,157.29343471913418
1605,Middle Park,3206,2263,4143.0,-37.85078,144.96227,0,0,4.271649837243733
1606,Middle Tarwin,3956,24,95.0,-38.67186,145.92856,0,0,127.49368769041865
1607,Miepoll,3666,84,211.0,-36.62156,145.47467,0,0,139.9682868299941
1608,Miga Lake,3409,8,28.0,-36.85176,141.63735,0,0,312.75498370148733
1609,Milawa,3678,81,587.0,-36.45605,146.44895,0,0,200.27686262871407
1610,Mildura,3500,39397,32738.0,-34.210840000000005,142.1337,1,0,474.390490219386
1611,Mill Park,3082,15070,29710.0,-37.66409,145.06521,1,1,18.807926931534002
1612,Millbrook,3352,43,156.0,-37.61177,144.04558,0,0,83.6666435034176
1613,Millgrove,3799,533,1653.0,-37.74406,145.64848,0,0,60.78347766191951
1614,Milloo,3572,6,35.0,-36.36121,144.38051000000004,0,0,169.41103856478924
1615,Milltown,3304,47,63.0,-38.05434,141.69502,0,0,287.7926228496133
1616,Milnes Bridge,3579,20,24.0,-35.7878,144.07374,0,0,238.61437260131115
1617,Mincha,3575,12,50.0,-35.99639000000001,144.05848,0,0,217.32755525036256
1618,Mincha West,3568,18,32.0,-35.91281,144.13087,0,0,223.79440164051326
1619,Miners Rest,3352,814,3095.0,-37.4862,143.7927,0,0,109.17031083200465
1620,Mingay,3324,3,51.0,-37.85238,143.31715,0,0,144.5473093048548
1621,Minhamite,3287,13,113.0,-37.98795,142.34938,0,0,230.0840085888687
1622,Minimay,3413,26,84.0,-36.71077,141.19978,0,0,354.7560507141196
1623,Mininera,3351,9,62.0,-37.60386,142.95443999999995,0,0,178.14291152541634
1624,Minjah,3276,17,58.0,-38.04157,142.48181,0,0,219.04385216650215
1625,Minmindie,3537,3,21.0,-36.01959,143.75638999999995,0,0,226.34067243714142
1626,Miowera,3862,1,0.0,-37.47744,147.06768,0,0,189.06936541977055
1627,Miram,3415,20,40.0,-36.37199,141.38512,0,0,355.3782796606529
1628,Mirboo,3871,69,290.0,-38.48242,146.23739,0,0,134.10278164865727
1629,Mirboo North,3871,769,2197.0,-38.3942,146.14195,0,0,121.81771002321297
1630,Mirranatwa,3294,3,26.0,-37.42689,142.38562,0,0,230.94526794441694
1631,Mitcham,3132,5952,16148.0,-37.81695,145.19899999999996,1,0,20.799717158240966
1632,Mitchell Park,3355,655,868.0,-37.50908,143.78407,0,0,109.05883066374213
1633,Mitchellstown,3608,48,57.0,-36.84617,145.04758,0,0,107.70020824856127
1634,Mitiamo,3573,85,117.0,-36.21525,144.25145,0,0,188.47079337086834
1635,Mitre,3409,26,69.0,-36.7167,141.78977,0,0,306.02240789209264
1636,Mitta Mitta,3701,49,171.0,-36.61073,147.38788,0,0,252.9541761217771
1637,Mittyack,3490,7,14.0,-35.15553,142.62461000000005,0,0,361.84733154824
1638,Mockinya,3401,20,33.0,-36.95981,142.18117,0,0,263.3546361661587
1639,Modella,3816,43,148.0,-38.17601,145.71638000000004,0,0,77.47016639042518
1640,Modewarre,3240,51,276.0,-38.26606,144.12193,0,0,89.22570124156871
1641,Moe,3825,16103,8778.0,-38.1751,146.24948,0,0,119.79005362423864
1642,Moe South,3825,161,541.0,-38.21351,146.246,0,0,120.98380491678319
1643,Moggs Creek,3231,17,89.0,-38.46226,144.06475,0,0,106.69523056896776
1644,Moglonemby,3666,1,27.0,-36.65697,145.54235,0,0,138.35595001022398
1645,Mokepilly,3381,2,14.0,-37.08867,142.64262,0,0,220.0057428928232
1646,Molesworth,3718,59,72.0,-37.16508,145.53211000000005,0,0,87.79454541990029
1647,Moliagul,3472,39,88.0,-36.75077,143.66841000000005,0,0,164.43140198412476
1648,Molka,3666,10,38.0,-36.67879,145.40823,0,0,132.08330964179163
1649,Mollongghip,3352,12,89.0,-37.46745,144.04662,0,0,89.2825394382522
1650,Mologa,3575,22,29.0,-36.16298,144.13005,0,0,197.73617621030488
1651,Molyullah,3673,35,131.0,-36.68319,146.14626,0,0,163.54327107598252
1652,Monbulk,3793,1143,3577.0,-37.87427,145.42274,0,0,41.01367720737296
1653,Monegeetta,3433,65,218.0,-37.39315,144.77176,0,0,49.54429621828151
1654,Mongans Bridge,3691,7,35.0,-36.5895,147.11782,0,0,234.37578923279318
1655,Monomak,3860,2,0.0,-37.78561,146.82827,0,0,163.97377363843628
1656,Monomeith,3984,22,72.0,-38.21264,145.53794,0,0,67.26300123059569
1657,Mont Albert,3127,1743,4840.0,-37.81786,145.10764,0,0,12.782598795573987
1658,Mont Albert North,3129,950,5503.0,-37.80278,145.11019,0,0,13.03694056669451
1659,Montgomery,3851,20,65.0,-38.03949,147.06316,0,0,185.98829177624762
1660,Montmorency,3094,2057,8960.0,-37.72058,145.12406,0,0,17.503184830068243
1661,Montrose,3765,2058,6761.0,-37.8172,145.3488,0,0,33.95664724584844
1662,Moolap,3224,1688,1373.0,-38.17836,144.42093,0,0,62.502964641468076
1663,Moolerr,3477,5,18.0,-36.64735,143.17408999999995,0,0,204.5560300139855
1664,Moolort,3465,29,32.0,-37.06004,143.91536000000005,0,0,124.66772517559548
1665,Moonambel,3478,50,167.0,-36.98432,143.31098,0,0,172.49526401785226
1666,Moondarra,3825,75,46.0,-38.04774000000001,146.35485,0,0,124.9077073807468
1667,Moonee Ponds,3039,10863,14250.0,-37.76537,144.9197,1,0,6.42752260824364
1668,Moonlight Flat,3465,9,77.0,-37.04554,143.65146,0,0,143.76063694770193
1669,Moora,3612,14,17.0,-36.60516,144.94751000000005,0,0,134.24135614462293
1670,Moorabbin,3189,8107,5895.0,-37.94142,145.05695,1,0,16.58190659675544
1671,Moorabbin Airport,3194,740,0.0,-37.97794,145.09892,0,0,21.970597606323963
1672,Moorabool,3213,84,90.0,-38.04989000000001,144.28005,0,0,65.40551951621177
1673,Mooralla,3314,13,83.0,-37.38025,142.1085,0,0,255.9662635310827
1674,Moorilim,3610,12,25.0,-36.62502,145.30378000000005,0,0,135.4448137093023
1675,Moormbool West,3523,12,32.0,-36.81458,144.85852,0,0,111.32740324154223
1676,Moornapa,3862,1,7.0,-37.7043,147.18337,0,0,195.6215513343237
1677,Moorngag,3673,6,96.0,-36.73574,146.05451000000005,0,0,153.85294604429257
1678,Moorooduc,3933,719,1098.0,-38.24437,145.11449,0,0,49.852312216203735
1679,Mooroolbark,3138,7945,21967.0,-37.78059,145.32583,0,0,32.13734338407725
1680,Mooroopna,3629,7677,7942.0,-36.39662,145.34908,0,0,161.1167060556546
1681,Mooroopna North,3629,237,123.0,-36.32835,145.30178,0,0,167.7408288655501
1682,Mooroopna North West,3616,13,74.0,-36.35041,145.25007,0,0,164.55388748762815
1683,Moranding,3764,28,185.0,-37.23394,144.95182,0,0,64.32445680879415
1684,Mordialloc,3195,5921,8166.0,-37.99833,145.0951,0,0,23.735439877260543
1685,Morgiana,3301,2,31.0,-37.7303,141.84129,0,0,274.4602626548474
1686,Moriac,3240,142,782.0,-38.25021,144.17473,0,0,84.42943525809753
1687,Mornington,3931,15394,23989.0,-38.22805,145.06241,2,0,47.0468489296662
1688,Moroka,3860,2,0.0,-37.49312000000001,146.94222,0,0,177.8794945115575
1689,Morrisons,3334,30,128.0,-37.75672,144.12762,0,0,73.61075652742748
1690,Morrl Morrl,3387,3,4.0,-36.86497,142.90493999999995,0,0,210.18140630619334
1691,Mortlake,3272,700,1372.0,-38.0585,142.79005,0,0,192.45651882366778
1692,Morton Plains,3482,4,9.0,-36.07426,142.907,0,0,265.9080905001506
1693,Morwell,3840,30423,13771.0,-38.23174,146.42003,1,1,135.9393242420625
1694,Mossiface,3885,21,131.0,-37.74516,147.81591,0,0,250.896137928245
1695,Mount Alfred,3709,15,26.0,-35.99777,147.61323000000004,0,0,310.2497402645705
1696,Mount Beauty,3699,205,824.0,-36.74866,147.22372,0,0,232.41606691209867
1697,Mount Beckworth,3363,1,9.0,-37.30582,143.68953,0,0,125.53366558037851
1698,Mount Best,3960,10,16.0,-38.587,146.29551,0,0,144.88321049045746
1699,Mount Bolton,3352,8,29.0,-37.35898,143.69466,0,0,122.546459934325
1700,Mount Bruno,3675,12,54.0,-36.32113,146.15522,0,0,196.714548626716
1701,Mount Buffalo,3740,14,0.0,-36.72777,146.7775,0,0,200.85276145820944
1702,Mount Burnett,3781,35,173.0,-37.97572,145.511,0,0,51.461099685407696
1703,Mount Bute,3324,11,58.0,-37.87307,143.40648000000004,0,0,136.78138564118686
1704,Mount Camel,3523,45,106.0,-36.80739000000001,144.74367,0,0,113.4082758464432
1705,Mount Cameron,3370,2,9.0,-37.19927,143.81401,0,0,122.09331822251876
1706,Mount Clear,3350,1492,3390.0,-37.60422,143.87258,0,0,98.61577002562538
1707,Mount Cole,3377,15,21.0,-37.24938,143.21768,0,0,166.08596287477758
1708,Mount Cole Creek,3377,2,5.0,-37.21872000000001,143.12386,0,0,175.06412199674722
1709,Mount Cottrell,3024,588,569.0,-37.79318,144.62928,0,0,29.335248787585712
1710,Mount Dandenong,3767,405,1251.0,-37.83626,145.35106000000005,0,0,34.249730615457494
1711,Mount Doran,3334,23,130.0,-37.72241,144.04385,0,0,81.34785438597626
1712,Mount Dryden,3381,7,6.0,-37.04602,142.53271,0,0,230.82751993569536
1713,Mount Duneed,3217,915,1578.0,-38.24917,144.30066000000005,0,0,75.61213950379606
1714,Mount Eccles,3953,13,104.0,-38.37942,145.97402,0,0,108.69166742849846
1715,Mount Egerton,3352,147,582.0,-37.655,144.11912,0,0,76.18483278445926
1716,Mount Eliza,3930,3739,17888.0,-38.19365,145.09499,0,0,43.96244660208109
1717,Mount Emu,3351,7,26.0,-37.60048,143.40219,0,0,139.25160785216508
1718,Mount Evelyn,3796,2655,9702.0,-37.7875,145.38903,0,0,37.59566658037685
1719,Mount Franklin,3461,17,89.0,-37.26015,144.15804,0,0,93.8031623326409
