Suburb/Town Name,Postcode,Incidents Recorded,population,lat,lng
Abbeyard,3737,10,0.0,-37.014140000000005,146.78255
Abbotsford,3067,10294,8184.0,-37.80387,145.00358
Aberfeldie,3040,1178,3897.0,-37.75987,144.89813
Aberfeldy,3825,8,0.0,-37.702090000000005,146.37833999999998
Acheron,3714,33,171.0,-37.27053,145.70407
Ada,3833,4,0.0,-37.84073,145.84958999999998
Adams Estate,3984,28,59.0,-38.42467,145.53247
Addington,3352,7,71.0,-37.3937,143.66662
Adelaide Lead,3465,15,81.0,-37.08527,143.6666
Agnes,3962,10,57.0,-38.6852,146.38866000000002
Aireys Inlet,3231,256,802.0,-38.43789,144.09745
Airly,3851,21,146.0,-38.02921,147.09942
Airport West,3042,7035,7564.0,-37.72265,144.87818000000001
Albacutya,3424,4,0.0,-35.73721,141.95934
Albanvale,3021,2944,5491.0,-37.74599,144.76819
Albert Park,3206,4786,6215.0,-37.845620000000004,144.96136
Alberton,3971,90,262.0,-38.616240000000005,146.6427
Alberton West,3971,27,81.0,-38.60079,146.58058
Albion,3020,4003,4731.0,-37.775999999999996,144.81662
Alexandra,3714,1065,2695.0,-37.19658,145.74174
Alfredton,3350,3514,9220.0,-37.555170000000004,143.80088999999998
Allambee,3823,16,19.0,-38.290929999999996,146.01846
Allambee Reserve,3871,21,95.0,-38.30285,146.04636000000002
Allambee South,3871,21,76.0,-38.35345,146.0948
Allans Flat,3691,25,318.0,-36.2973,146.93783
Allansford,3277,314,1521.0,-38.4039,142.61924
Allendale,3364,24,166.0,-37.36315,143.91314
Allestree,3305,45,128.0,-38.273179999999996,141.65715
Alma,3465,31,201.0,-37.0234,143.67824
Almonds,3727,4,26.0,-36.23227,146.072
Almurta,3979,64,48.0,-38.45543,145.5848
Alphington,3078,2399,5080.0,-37.77809,145.03221000000002
Altona,3018,5991,10762.0,-37.86238,144.82227
Altona Meadows,3028,7614,19160.0,-37.88002,144.7811
Altona North,3025,9136,12152.0,-37.83848,144.82824
Alvie,3249,37,132.0,-38.23278,143.4983
Amherst,3371,34,65.0,-37.13899,143.65603000000002
Amor,3825,2,0.0,-37.94005,146.40153
Amphitheatre,3468,122,248.0,-37.200309999999995,143.41128999999998
Anakie,3213,256,690.0,-37.94427,144.27903999999998
Ancona,3715,23,84.0,-36.96734,145.80296
Anderson,3995,47,28.0,-38.523270000000004,145.44818999999998
Anglers Rest,3898,19,21.0,-37.01885,147.47066
Anglesea,3230,1109,2545.0,-38.37935,144.1607
Annuello,3549,9,25.0,-34.85264,142.84646999999998
Antwerp,3414,24,63.0,-36.27213,141.97461
Apollo Bay,3233,1004,1598.0,-38.736090000000004,143.64605
Appin,3579,3,11.0,-35.87843,143.87281000000002
Appin South,3579,5,29.0,-35.9305,143.86711
Apsley,3319,93,277.0,-36.97906,141.09129
Ararat,3377,7867,8297.0,-37.265809999999995,142.97973000000002
Arawata,3951,18,79.0,-38.39477,145.87868999999998
Arcadia,3631,99,217.0,-36.5561,145.35359
Arcadia South,3631,29,75.0,-36.59174,145.37509
Archdale,3475,18,21.0,-36.83632,143.51161000000002
Archdale Junction,3475,19,6.0,-36.88745,143.51106000000001
Archerton,3723,7,17.0,-36.87342,146.2114
Archies Creek,3995,19,22.0,-38.54826,145.56408000000002
Ardeer,3022,2792,3103.0,-37.775490000000005,144.80298
Ardmona,3629,284,487.0,-36.37938,145.2983
Areegra,3480,3,35.0,-36.23657,142.68732
Argyle,3523,38,215.0,-36.96735,144.717
Armadale,3143,4587,9054.0,-37.8576,145.01991999999998
Armstrong,3377,73,88.0,-37.21342,142.8833
Armstrong Creek,3217,1484,4247.0,-38.23449,144.37535
Arnold,3551,30,47.0,-36.672109999999996,143.85738
Arnold West,3551,8,22.0,-36.65998,143.78755
Arthurs Creek,3099,112,496.0,-37.567040000000006,145.20291
Arthurs Seat,3936,232,394.0,-38.3614,144.96049
Ascot,3364,554,96.0,-37.39784,143.81059
Ascot Vale,3032,10619,14750.0,-37.77984,144.91646
Ashbourne,3442,40,196.0,-37.41165,144.45891
Ashburton,3147,3944,7751.0,-37.867020000000004,145.07761000000002
Ashwood,3147,3952,6886.0,-37.86571,145.10238999999999
Aspendale,3195,2318,6940.0,-38.022079999999995,145.10147
Aspendale Gardens,3195,1403,6530.0,-38.022909999999996,145.11898
Athlone,3818,37,122.0,-38.24345,145.78571000000002
Attwood,3049,854,3419.0,-37.66714,144.88338000000002
Aubrey,3393,6,10.0,-36.228770000000004,142.2192
Auchmore,3570,8,13.0,-36.47401,144.10549
Avalon,3212,311,293.0,-38.04659,144.44637
Avenel,3664,387,1048.0,-36.93038,145.29116000000002
Avoca,3467,497,1193.0,-37.06962,143.47286
Avon Plains,3477,2,7.0,-36.5365,142.92295
Avondale Heights,3034,3298,11633.0,-37.76295,144.8649
Avonmore,3559,10,43.0,-36.53492,144.54325
Avonsleigh,3782,159,852.0,-37.91375,145.48883999999998
Axe Creek,3551,67,352.0,-36.86356,144.39347
Axedale,3551,186,802.0,-36.7718,144.52768999999998
Ayrford,3268,7,44.0,-38.437,142.85333
Bacchus Marsh,3340,6409,6394.0,-37.678329999999995,144.44715
Baddaginnie,3670,200,338.0,-36.603190000000005,145.86982
Badger Creek,3777,315,1563.0,-37.68797,145.53808999999998
Bael Bael,3579,5,8.0,-35.682190000000006,143.7328
Bagshot,3551,62,288.0,-36.653890000000004,144.39057
Bagshot North,3551,13,30.0,-36.58697,144.41746
Bahgallah,3312,15,35.0,-37.695479999999996,141.33855
Bailieston,3608,56,109.0,-36.75527,145.08275
Bairnsdale,3875,12488,7580.0,-37.85346,147.58098999999999
Bakery Hill,3350,830,164.0,-37.56343,143.86586
Balaclava,3183,4904,5396.0,-37.87069,144.99485
Bald Hills,3364,40,107.0,-37.445029999999996,143.83538000000001
Balintore,3249,10,67.0,-38.281929999999996,143.56751
Ballan,3342,1868,2985.0,-37.60383,144.21976
Ballangeich,3279,15,64.0,-38.18634,142.61497
Ballarat Central,3350,20924,5328.0,-37.55963,143.8507
Ballarat East,3350,4806,5623.0,-37.565670000000004,143.88635
Ballarat North,3350,1706,3925.0,-37.537259999999996,143.86527
Ballendella,3561,48,124.0,-36.2932,144.6694
Balliang,3340,166,290.0,-37.82128,144.35298999999998
Balliang East,3340,77,147.0,-37.81865,144.43147
Ballyrogan,3375,16,67.0,-37.4282,143.07509
Balmattum,3666,67,110.0,-36.709959999999995,145.66418000000002
Balmoral,3407,80,294.0,-37.213229999999996,141.82208
Balnarring,3926,558,2270.0,-38.360690000000005,145.12367
Balnarring Beach,3926,114,418.0,-38.391940000000005,145.1213
Balook,3971,7,4.0,-38.42236,146.5525
Balwyn,3103,3795,13312.0,-37.80995,145.08311
Balwyn North,3104,4750,20406.0,-37.79078,145.08524
Bamawm,3561,135,504.0,-36.27037,144.64567
Bamawm Extension,3564,22,238.0,-36.177609999999994,144.60353999999998
Bambra,3241,25,101.0,-38.3616,143.95219
Bamganie,3333,11,37.0,-37.93957,143.99541000000002
Bandiana,3691,158,615.0,-36.13127,146.92081000000002
Bangerang,3393,7,57.0,-36.197559999999996,142.58147
Bangholme,3175,546,784.0,-38.04673,145.17199
Bannerton,3549,42,40.0,-34.737790000000004,142.79209
Bannockburn,3331,1045,5283.0,-38.049040000000005,144.15811000000002
Banyan,3485,2,25.0,-35.61286,142.78808
Banyena,3388,8,28.0,-36.639509999999994,142.79466000000002
Baranduda,3691,301,2370.0,-36.18457,146.96049
Barfold,3444,21,88.0,-37.10357,144.50155
Baringhup,3463,67,205.0,-36.97665,143.97093999999998
Baringhup West,3463,6,16.0,-36.96278,143.89891
Barjarg,3723,44,132.0,-36.91979,146.00163
Barkers Creek,3451,91,457.0,-37.00946,144.23291
Barkly,3384,15,43.0,-36.950109999999995,143.21903
Barkstead,3364,3,42.0,-37.478120000000004,144.09714
Barmah,3639,264,282.0,-35.95003,144.97836999999998
Barnadown,3557,20,17.0,-36.6501,144.52847
Barnawartha,3688,307,904.0,-36.08079,146.67251000000002
Barnawartha North,3691,191,169.0,-36.0794,146.7555
Baromi,3871,30,127.0,-38.403620000000004,146.17639
Barongarook,3249,87,434.0,-38.42778,143.61413000000002
Barongarook West,3249,51,235.0,-38.43464,143.54529
Barrabool,3221,48,235.0,-38.16605,144.22763
Barrakee,3525,7,18.0,-36.265209999999996,143.44875
Barramunga,3249,21,7.0,-38.58182,143.72263999999998
Barraport,3537,8,37.0,-35.99817,143.66888
Barraport West,3537,1,10.0,-36.01867,143.52785
Barrys Reef,3458,21,36.0,-37.455459999999995,144.31223
Barunah Park,3329,5,27.0,-38.01319,143.82296000000002
Barunah Plains,3329,1,9.0,-38.04777,143.77039
Barwidgee,3737,34,106.0,-36.51193,146.77268999999998
Barwite,3722,32,228.0,-37.009440000000005,146.21743999999998
Barwon Downs,3243,21,131.0,-38.507670000000005,143.79258000000002
Barwon Heads,3227,1398,3875.0,-38.27363,144.48863
Basalt,3460,7,10.0,-37.30859,144.09659
Bass,3991,352,359.0,-38.47707,145.4726
Batesford,3213,166,952.0,-38.08873,144.27868999999998
Bathumi,3730,9,62.0,-36.02512,146.08516
Baw Baw,3833,38,0.0,-37.83765,146.30085
Baxter,3911,1764,2162.0,-38.19766,145.15309
Bayindeen,3375,9,21.0,-37.30321,143.18286
Bayles,3981,154,461.0,-38.17723,145.5845
Baynton,3444,23,107.0,-37.13779,144.6372
Bayswater,3153,9277,11758.0,-37.846309999999995,145.26278
Bayswater North,3153,5576,8789.0,-37.826159999999994,145.28203
Beaconsfield,3807,2868,6714.0,-38.039640000000006,145.38483
Beaconsfield Upper,3808,454,2861.0,-37.99855,145.42478
Bealiba,3475,125,206.0,-36.7688,143.55039
Bearii,3641,41,145.0,-35.88351,145.34703000000002
Bears Lagoon,3517,36,72.0,-36.338229999999996,143.94832
Beauchamp,3579,8,44.0,-35.64116,143.6237
Beaufort,3373,951,1539.0,-37.4404,143.33452
Beazleys Bridge,3477,5,25.0,-36.70765,143.14151
Beeac,3251,125,370.0,-38.17835,143.66526000000002
Beech Forest,3237,43,82.0,-38.634240000000005,143.58652
Beechworth,3747,1046,3859.0,-36.33392,146.65998000000002
Beenak,3139,26,25.0,-37.9008,145.62724
Belgrave,3160,2360,3929.0,-37.91101,145.35595
Belgrave Heights,3160,231,1360.0,-37.92603,145.34355
Belgrave South,3160,372,1645.0,-37.94151,145.35658
Bell Post Hill,3215,2233,4919.0,-38.09642,144.31988
Bellarine,3223,88,169.0,-38.13211,144.6197
Bellbird Creek,3889,11,0.0,-37.63645,148.81566
Bellbrae,3228,160,865.0,-38.34169,144.23694
Bellbridge,3691,84,370.0,-36.09798,147.05838
Bellellen,3381,3,57.0,-37.133959999999995,142.69213
Bellfield,3081,1226,1793.0,-37.752990000000004,145.03835
Bells Beach,3228,90,130.0,-38.376740000000005,144.26039
Belmont,3216,8592,14054.0,-38.17986,144.34286
Bemm River,3889,24,60.0,-37.71638,148.92831999999999
Benalla,3672,8214,10330.0,-36.57111,146.00681
Benambra,3900,61,149.0,-36.8883,147.79543
Benayeo,3319,6,61.0,-36.84324,141.046
Bend Of Islands,3097,17,295.0,-37.7005,145.28588
Bendigo,3550,20598,5512.0,-36.7562,144.28015
Bendoc,3888,17,115.0,-37.18847,148.88003999999998
Bengworden,3875,24,59.0,-37.97445,147.44483
Benjeroop,3579,23,45.0,-35.49071,143.81837
Benloch,3435,63,135.0,-37.19833,144.6717
Bennison,3960,1,43.0,-38.66592,146.26885
Bentleigh,3204,6729,16153.0,-37.922670000000004,145.03728
Bentleigh East,3165,8002,27635.0,-37.9222,145.06678
Benwerrin,3235,15,5.0,-38.49115,143.90997
Beremboke,3342,63,149.0,-37.78785,144.22633000000002
Berrimal,3518,1,46.0,-36.49808,143.46726
Berringa,3351,42,167.0,-37.771359999999994,143.67874
Berringama,3691,8,37.0,-36.1981,147.66652
Berriwillock,3531,39,184.0,-35.64437,142.9622
Berrybank,3323,42,40.0,-37.96764,143.49402
Berrys Creek,3953,26,152.0,-38.41279,146.0662
Berwick,3806,17270,47674.0,-38.0421,145.34951999999998
Bessiebelle,3304,35,98.0,-38.15756,141.93845
Bet Bet,3472,75,129.0,-36.92338,143.75063
Bete Bolong,3888,8,93.0,-37.687940000000005,148.31088
Bete Bolong North,3888,2,12.0,-37.59583,148.29325
Bethanga,3691,74,471.0,-36.151959999999995,147.12066000000002
Betley,3472,22,102.0,-36.91809,143.795
Beulah,3395,155,329.0,-35.89978,142.39321999999999
Beverford,3590,87,336.0,-35.22378,143.46993999999998
Beveridge,3753,1278,2330.0,-37.475609999999996,144.96796
Big Desert,3490,1,3.0,-35.64204,141.48137
Big Hill,3555,86,261.0,-36.834759999999996,144.23
Big Pats Creek,3799,18,73.0,-37.7638,145.76124
Biggara,3707,16,49.0,-36.34191,147.99158
Bimbourie,3533,3,9.0,-35.335609999999996,142.76156
Bindi,3896,7,55.0,-37.109190000000005,147.82827
Binginwarri,3966,37,130.0,-38.59432,146.44841
Bingo Munjie,3898,2,0.0,-37.007870000000004,147.56466
Birchip,3483,179,702.0,-35.99733,142.92549
Birchip West,3483,3,3.0,-36.01417,142.82183999999998
Birdwoodton,3505,152,643.0,-34.198209999999996,142.06771
Birregurra,3242,200,828.0,-38.343509999999995,143.83563999999998
Bittern,3918,1099,3705.0,-38.338409999999996,145.17921
Black Hill,3350,1115,2126.0,-37.54998,143.87261999999998
Black Range,3381,49,189.0,-37.13369,142.76061
Black Rock,3193,1556,6159.0,-37.97356,145.02278
Blackburn,3130,5143,13940.0,-37.82155,145.15203
Blackburn North,3130,1657,7436.0,-37.804590000000005,145.15507
Blackburn South,3130,2942,10793.0,-37.839259999999996,145.14661999999998
Blackwarry,3844,7,25.0,-38.41288,146.63069
Blackwood,3458,118,295.0,-37.48881,144.31509
Blairgowrie,3942,968,2313.0,-38.37085,144.76981999999998
Blakeville,3342,13,29.0,-37.477509999999995,144.21091
Blampied,3364,35,212.0,-37.35135,144.02463999999998
Blind Bight,3980,280,1251.0,-38.214529999999996,145.34106
Blowhard,3352,28,84.0,-37.43243,143.78028
Bo Peep,3351,39,21.0,-37.54275,143.67088999999999
Bobinawarrah,3678,10,83.0,-36.535309999999996,146.48577
Bochara,3301,35,81.0,-37.68869,141.89938
Bogong,3699,10,5.0,-36.79725,147.22345
Boho,3669,18,68.0,-36.66935,145.78345
Boho South,3669,14,77.0,-36.77251,145.82299
Boigbeat,3531,1,8.0,-35.562470000000005,142.94326999999998
Boinka,3490,3,13.0,-35.15761,141.56711
Boisdale,3860,105,275.0,-37.85671,146.93129
Bolinda,3432,61,197.0,-37.438179999999996,144.77257
Bolton,3546,1,12.0,-34.96158,142.93323
Bolwarra,3305,107,601.0,-38.28098,141.61536
Bolwarrah,3352,8,25.0,-37.508959999999995,144.11105
Bona Vista,3820,17,109.0,-38.206720000000004,145.96487
Bonang,3888,23,48.0,-37.1491,148.66249
Bonbeach,3196,2166,6416.0,-38.06295,145.12788
Bonegilla,3691,200,693.0,-36.14448,146.9889
Boneo,3939,171,354.0,-38.408409999999996,144.90571
Bonn,3561,11,33.0,-36.4131,144.71819
Bonnie Doon,3720,291,570.0,-37.014140000000005,145.88239
Bonshaw,3352,138,210.0,-37.60375,143.81498
Bookaar,3260,97,163.0,-38.11061,143.10893000000002
Boola,3825,6,0.0,-38.04888,146.46503
Boolarong,3960,1,15.0,-38.56543,146.25613
Boolarra,3870,298,973.0,-38.38256,146.26656
Boolarra South,3870,37,137.0,-38.4604,146.28695
Boole Poole,3880,3,0.0,-37.91165,147.78578000000002
Boolite,3392,4,37.0,-36.35224,142.68737
Boomahnoomoonah,3728,3,22.0,-36.12417,146.09911
Boonah,3235,6,21.0,-38.42564,143.97981000000001
Boorcan,3265,39,146.0,-38.22469,143.01821999999999
Boorhaman,3678,17,129.0,-36.22917,146.31867
Boorhaman North,3685,13,49.0,-36.10156,146.24539
Boorolite,3723,35,143.0,-37.15571,146.20463999999998
Boorool,3953,5,51.0,-38.45255,146.05026
Boort,3537,176,873.0,-36.12358,143.75149
Boosey,3730,24,105.0,-36.041,145.78788
Boralma,3682,27,69.0,-36.23752,146.39952
Bornes Hill,3379,2,30.0,-37.5294,142.48248
Boronia,3155,14931,22195.0,-37.85382,145.28417
Borung,3518,41,82.0,-36.287440000000004,143.77503000000002
Bostocks Creek,3260,19,83.0,-38.30872,143.12874
Botanic Ridge,3977,909,3919.0,-38.14095,145.26564
Boundary Bend,3599,66,132.0,-34.72977,143.11004
Bowenvale,3465,72,181.0,-37.00463,143.69343999999998
Boweya,3675,16,41.0,-36.27214,146.12169
Boweya North,3675,14,43.0,-36.22715,146.10607
Bowmans Forest,3735,5,96.0,-36.46635,146.62943
Bowser,3678,22,47.0,-36.310190000000006,146.36207
Box Hill,3128,11271,11395.0,-37.821509999999996,145.12618
Box Hill North,3129,3064,11874.0,-37.80538,145.12901000000002
Box Hill South,3128,3127,8434.0,-37.83678,145.12323
Boxwood,3725,2,20.0,-36.32587,145.80288000000002
Bradford,3463,3,9.0,-36.92155,144.06036
Bradvale,3361,7,59.0,-37.79455,143.3571
Braeside,3195,1866,21.0,-38.0015,145.12398000000002
Brandy Creek,3821,22,100.0,-38.10382,145.91085
Branxholme,3302,114,351.0,-37.843109999999996,141.79107
Bravington,3821,2,17.0,-38.0825,145.92303
Braybrook,3019,10364,9195.0,-37.784890000000004,144.85386
Breakaway Creek,3303,21,50.0,-38.03123,141.8146
Breakwater,3219,1549,1014.0,-38.18007,144.37333
Breamlea,3227,78,162.0,-38.29398,144.38879
Brenanah,3517,9,28.0,-36.56635,143.70736000000002
Brewster,3352,21,51.0,-37.49623,143.53005
Briagolong,3860,302,1081.0,-37.80907,147.10653
Briar Hill,3088,829,3152.0,-37.70608,145.12166000000002
Bridge Creek,3723,19,97.0,-36.90398,146.10399999999998
Bridgewater,3516,94,142.0,-36.63745,143.97333
Bridgewater North,3516,3,57.0,-36.54937,144.00288999999998
Bridgewater On Loddon,3516,214,326.0,-36.60415,143.94082
Bright,3741,712,2406.0,-36.69513,147.03141000000002
Brighton,3186,9618,23253.0,-37.90784,144.99604
Brighton East,3187,4510,15998.0,-37.91641,145.01953
Brim,3391,97,171.0,-36.05921,142.44053
Brimboal,3312,1,4.0,-37.39461,141.40755
Brimin,3685,36,48.0,-36.05207,146.24985
Brimpaen,3401,23,79.0,-37.056259999999995,142.19519
Bringalbert,3319,4,12.0,-36.84146,141.18238
Brit Brit,3315,10,39.0,-37.40784,141.74067
Broadford,3658,2406,4319.0,-37.21136,145.05619
Broadmeadows,3047,26404,11970.0,-37.67998,144.9317
Broadwater,3301,14,92.0,-38.11903,142.06874
Brodribb River,3888,24,31.0,-37.69763,148.60102
Broken Creek,3673,5,39.0,-36.434779999999996,145.89035
Bromley,3472,16,56.0,-36.887,143.7864
Brookfield,3338,3493,9216.0,-37.70129,144.5408
Brooklyn,3012,2747,1856.0,-37.814009999999996,144.84097
Brookville,3896,5,5.0,-37.35185,147.66911000000002
Broomfield,3364,40,228.0,-37.38471,143.90859
Broughton,3418,3,145.0,-36.151509999999995,141.32889
Brown Hill,3350,1156,3582.0,-37.54722,143.90698999999998
Browns Plains,3685,30,102.0,-36.03802,146.61914
Bruarong,3749,21,77.0,-36.42053,146.86774
Brucknell,3268,12,116.0,-38.45585,142.89663000000002
Brunswick,3056,22489,24473.0,-37.76678,144.96276
Brunswick West,3055,7427,14159.0,-37.76448,144.94029
Bruthen,3885,267,814.0,-37.707679999999996,147.86185
Buangor,3375,94,103.0,-37.369409999999995,143.16449
Buchan,3885,107,236.0,-37.42351,148.16582
Buchan South,3885,26,82.0,-37.547059999999995,148.10291999999998
Buckland,3740,31,135.0,-36.856320000000004,146.88705
Buckley,3240,35,211.0,-38.21915,144.0916
Buckley Swamp,3301,2,25.0,-37.85651,142.08857
Buckrabanyule,3525,17,51.0,-36.26592,143.53395
Budgeree,3870,29,147.0,-38.4194,146.36526
Budgerum East,3579,4,5.0,-35.77117,143.65256000000002
Buffalo,3958,52,272.0,-38.676559999999995,146.02078999999998
Buffalo River,3737,60,255.0,-36.65501,146.64824
Bulart,3314,10,93.0,-37.58452,141.91117
Buldah,3890,1,8.0,-37.2384,149.12433000000001
Bulga,3586,5,3.0,-35.304520000000004,143.35101
Bulgana,3377,8,37.0,-37.13624,142.99497
Bulla,3428,596,675.0,-37.629709999999996,144.79817
Bullaharre,3266,2,17.0,-38.34919,143.14633
Bullarook,3352,51,99.0,-37.51128,144.00465
Bullarto,3461,14,73.0,-37.38981,144.22063
Bullarto South,3461,9,33.0,-37.424040000000005,144.22113000000002
Bulleen,3105,3455,10873.0,-37.76699,145.08593
Bullengarook,3437,193,645.0,-37.48064,144.50411
Bullioh,3700,8,75.0,-36.17568,147.35928
Bullumwaal,3875,20,33.0,-37.6421,147.59112
Buln Buln,3821,97,548.0,-38.0927,145.9557
Buln Buln East,3821,30,164.0,-38.07208,146.00995
Bumberrah,3902,33,80.0,-37.79244,147.83184
Bunbartha,3634,82,276.0,-36.25028,145.32433999999998
Bundalaguah,3851,47,188.0,-38.02433,147.02188999999998
Bundalong,3730,173,428.0,-36.051190000000005,146.13165
Bundalong South,3730,10,51.0,-36.102540000000005,146.17396000000002
Bunding,3342,15,55.0,-37.5381,144.17123
Bundoora,3083,16842,28653.0,-37.70282,145.06448999999998
Bung Bong,3465,13,51.0,-37.09383,143.58988
Bungador,3260,20,62.0,-38.425340000000006,143.32183
Bungal,3334,14,43.0,-37.70373,144.12955
Bungalally,3401,39,95.0,-36.79724,142.2545
Bungaree,3352,115,269.0,-37.56102,144.00124
Bungeet,3726,10,31.0,-36.281659999999995,146.05788
Bungeet West,3726,9,45.0,-36.34758,146.00441
Bungil,3691,11,11.0,-36.08417,147.40241
Bunguluke,3527,8,21.0,-36.0499,143.36943
Buninyong,3357,1106,3714.0,-37.64824,143.90146000000001
Bunkers Hill,3352,64,261.0,-37.57454,143.74511
Bunyip,3815,734,2468.0,-38.10205,145.7225
Bunyip North,3815,45,112.0,-38.062470000000005,145.72551
Buragwonduc,3858,3,0.0,-37.48596,146.75978
Burkes Bridge,3568,1,14.0,-35.83637,144.33664
Burkes Flat,3475,8,14.0,-36.64085,143.55993
Burnbank,3371,21,59.0,-37.229459999999996,143.59483
Burnewang,3558,57,36.0,-36.47142,144.65378
Burnley,3121,1149,769.0,-37.82978,145.01726000000002
Burnside,3023,1863,4751.0,-37.750209999999996,144.75245
Burnside Heights,3023,1683,6072.0,-37.73299,144.7559
Burramboot,3559,21,32.0,-36.53115,144.83399
Burramine,3730,103,197.0,-36.01121,145.88305
Burramine South,3730,8,24.0,-36.07,145.86368000000002
Burrowye,3709,8,43.0,-36.024409999999996,147.5291
Burrumbeet,3352,177,232.0,-37.49644,143.61683
Burwood,3125,6490,15019.0,-37.848729999999996,145.11361000000002
Burwood East,3151,4334,10273.0,-37.85371,145.15035
Bushfield,3281,60,571.0,-38.32505,142.51996
Bushy Park,3860,6,50.0,-37.858779999999996,147.0201
Butchers Ridge,3885,2,7.0,-37.26211,148.26061
Buxton,3711,163,492.0,-37.435109999999995,145.71384
Byaduk,3301,12,123.0,-37.94569,141.9821
Byaduk North,3300,12,119.0,-37.86335,141.98925
Byawatha,3678,39,155.0,-36.28869,146.47271
Bylands,3762,81,131.0,-37.350590000000004,144.93544
Byrneside,3617,101,158.0,-36.409259999999996,145.15912
Cabarita,3505,93,488.0,-34.20465,142.08651
Cabbage Tree,3364,10,18.0,-37.46025,143.89818
Cabbage Tree Creek,3889,19,43.0,-37.65679,148.71305
Cadello,3442,13,13.0,-37.3059,144.51731
Cairnlea,3023,4095,9657.0,-37.75868,144.79054
Calder Park,3037,359,0.0,-37.67625,144.75978
Caldermeade,3984,270,183.0,-38.24804,145.54154
California Gully,3556,3078,4363.0,-36.7286,144.26003
Calivil,3573,52,178.0,-36.25071,144.08594
Callawadda,3387,6,43.0,-36.82227,142.79949
Callignee,3844,57,319.0,-38.31895,146.57883
Callignee North,3844,15,50.0,-38.301190000000005,146.63621
Callignee South,3844,4,12.0,-38.37952,146.60648
Calrossie,3971,9,26.0,-38.49992,146.66945
Calulu,3875,37,181.0,-37.78863,147.50516000000002
Cambarville,3779,20,0.0,-37.62555,145.97585
Camberwell,3124,9050,22081.0,-37.835640000000005,145.07585
Cambrian Hill,3352,52,251.0,-37.63708,143.81909
Campbellfield,3061,10336,5056.0,-37.66639,144.95619
Campbells Bridge,3387,7,27.0,-36.92694,142.80641
Campbells Creek,3451,386,1786.0,-37.10975,144.21159
Campbells Forest,3556,32,45.0,-36.61833,144.11608
Campbelltown,3364,23,55.0,-37.20617,143.94716
Camperdown,3260,1594,3369.0,-38.227,143.15452
Canadian,3350,1599,3609.0,-37.584070000000004,143.88308999999998
Caniambo,3630,33,74.0,-36.47079,145.59965
Cann River,3890,299,194.0,-37.59016,149.16308999999998
Cannie,3540,2,22.0,-35.75428,143.51273999999998
Cannons Creek,3977,164,647.0,-38.20762,145.31025
Cannum,3393,9,48.0,-36.25894,142.24578
Canterbury,3126,1908,8056.0,-37.8243,145.07312
Cape Bridgewater,3305,50,150.0,-38.32987,141.41818999999998
Cape Clear,3351,60,125.0,-37.77818,143.61999
Cape Conran,3888,19,4.0,-37.78909,148.7308
Cape Otway,3233,33,15.0,-38.779340000000005,143.55584
Cape Paterson,3995,441,891.0,-38.65575,145.61755
Cape Schanck,3939,159,446.0,-38.46869,144.90251999999998
Cape Woolamai,3925,603,1676.0,-38.54364,145.3431
Capels Crossing,3579,16,35.0,-35.61407,143.91279
Carag Carag,3623,35,71.0,-36.46264,144.89092
Caralulup,3371,5,3.0,-37.200990000000004,143.64463
Caramut,3274,86,246.0,-37.95347,142.50342
Carapooee,3477,28,64.0,-36.71179,143.33819
Carapooee West,3477,30,21.0,-36.71655,143.24361000000002
Carapook,3312,16,70.0,-37.51444,141.54336
Carboor,3678,13,95.0,-36.646359999999994,146.55528
Cardigan,3352,222,754.0,-37.53696,143.74391
Cardigan Village,3352,150,667.0,-37.517790000000005,143.71655
Cardinia,3978,263,376.0,-38.14365,145.41781
Cardross,3496,237,821.0,-34.30661,142.12585
Cargerie,3334,9,35.0,-37.8039,143.95109
Carina,3512,1,22.0,-35.21787,141.09048
Caringal,3825,16,19.0,-37.946690000000004,146.34525
Carisbrook,3464,483,1115.0,-37.03242,143.85737
Carlisle River,3239,36,135.0,-38.56834,143.42479
Carlsruhe,3442,185,327.0,-37.29092,144.51543999999998
Carlton North,3054,4151,6300.0,-37.78564,144.96843
Carlyle,3685,18,79.0,-35.996559999999995,146.48483000000002
Carnegie,3163,6296,17388.0,-37.89376,145.05608
Carngham,3351,34,146.0,-37.55985,143.58847
Caroline Springs,3023,9120,24205.0,-37.73137,144.73717
Carpendeit,3260,48,134.0,-38.39186,143.24658
Carrajung,3844,61,102.0,-38.37539,146.675
Carrajung Lower,3844,67,112.0,-38.38985,146.7309
Carranballac,3361,17,42.0,-37.68427,143.17373
Carron,3480,2,18.0,-36.28131,142.75048
Carrum,3197,3044,3980.0,-38.07708,145.128
Carrum Downs,3201,12893,20711.0,-38.09708,145.17456
Carwarp,3494,71,70.0,-34.52588,142.13392
Cashmore,3305,56,228.0,-38.30789,141.49868999999998
Cassilis,3898,7,29.0,-37.20668,147.60483
Castella,3777,49,268.0,-37.5185,145.42928999999998
Casterton,3311,642,1668.0,-37.60028,141.33446999999998
Castle Creek,3691,2,77.0,-36.18338,146.82711
Castle Donnington,3585,46,131.0,-35.42118,143.57546000000002
Castlemaine,3450,4417,6757.0,-37.06007,144.21958
Catani,3981,105,294.0,-38.19245,145.6551
Cathcart,3377,26,91.0,-37.312529999999995,142.87954
Cathkin,3714,14,25.0,-37.161229999999996,145.59331
Caulfield,3162,2722,5595.0,-37.88402,145.02656000000002
