Suburb/Town Name,Postcode,Incidents Recorded,population,lat,lng
Glenpatrick,3469,23,31.0,-37.15348,143.33839
Glenrowan,3675,516,963.0,-36.45879,146.21493999999998
Glenrowan West,3675,5,62.0,-36.51585,146.1704
Glenroy,3046,14949,22245.0,-37.70422,144.92838
Glenthompson,3293,73,232.0,-37.700179999999996,142.5195
Glomar Beach,3851,14,10.0,-38.29853,147.28014
Gnarwarre,3221,49,267.0,-38.15035,144.14385
Gnotuk,3260,26,99.0,-38.20381,143.07701
Gobarup,3559,38,32.0,-36.68195,144.86808
Gobur,3719,19,85.0,-37.01024,145.6238
Golden Beach,3851,279,293.0,-38.22985,147.36615
Golden Gully,3555,185,211.0,-36.792609999999996,144.2651
Golden Point,3350,2222,2107.0,-37.57458,143.86338999999998
Golden Square,3555,5198,8820.0,-36.775,144.25141000000002
Goldie,3435,11,227.0,-37.255590000000005,144.80215
Goldsborough,3472,23,36.0,-36.82014,143.65803
Gong Gong,3352,13,9.0,-37.547,143.93661
Gonn Crossing,3579,22,56.0,-35.50908,143.93351
Goomalibee,3673,19,83.0,-36.48543,145.88567
Goon Nure,3875,34,119.0,-37.981390000000005,147.56472
Goongerah,3888,22,31.0,-37.34758,148.70011
Gooram,3666,36,148.0,-36.8937,145.61819
Gooramadda,3685,31,58.0,-35.99539,146.5677
Goorambat,3725,59,297.0,-36.414229999999996,145.94713000000002
Goornong,3557,313,654.0,-36.62245,144.50915
Gorae,3305,37,188.0,-38.23703,141.55639
Gorae West,3305,47,227.0,-38.24729,141.48398
Gordon,3345,336,1151.0,-37.57075,144.10719
Gormandale,3873,148,321.0,-38.30338,146.71985
Goroke,3412,100,299.0,-36.66255,141.49006
Goschen,3585,3,27.0,-35.495779999999996,143.45248
Goughs Bay,3723,101,261.0,-37.152159999999995,146.07005
Goulburn Weir,3608,61,82.0,-36.71475,145.17423
Gowanbrae,3043,675,2773.0,-37.704190000000004,144.89684
Gowanford,3544,1,3.0,-35.410779999999995,143.19172
Gowangardie,3669,2,16.0,-36.47233,145.69097
Gowar East,3477,5,20.0,-36.53355,143.38544
Gower,3463,6,45.0,-37.03091,144.09892
Grahamvale,3631,183,682.0,-36.35092,145.43508
Grampians,3314,5,0.0,-37.36075,142.36257
Grand Ridge,3870,20,12.0,-38.489090000000004,146.39928
Granite Rock,3875,39,248.0,-37.756159999999994,147.67600000000002
Grantville,3984,609,831.0,-38.41188,145.53933999999998
Granya,3701,42,99.0,-36.09446,147.30683
Grassdale,3302,24,18.0,-37.820170000000005,141.64128
Grassmere,3281,46,402.0,-38.25519,142.55168
Graytown,3608,29,58.0,-36.828140000000005,144.94052
Gre Gre,3477,4,19.0,-36.67661,143.09421
Gre Gre South,3477,5,13.0,-36.67949,143.01865
Great Western,3374,336,400.0,-37.16124,142.90200000000002
Green Gully,3462,9,62.0,-37.11335,144.09617
Greendale,3341,113,602.0,-37.53556,144.31788999999998
Greenhill,3444,15,54.0,-37.17403,144.44947
Greens Creek,3387,10,52.0,-36.926190000000005,142.93896
Greensborough,3088,10889,20821.0,-37.69977,145.102
Greenvale,3059,5424,15466.0,-37.634890000000006,144.87453
Greenwald,3304,16,51.0,-37.99088,141.38643000000002
Grenville,3352,39,99.0,-37.757670000000005,143.88504
Greta,3675,7,107.0,-36.541340000000005,146.28095
Greta South,3675,15,132.0,-36.64928,146.26497
Greta West,3675,22,162.0,-36.5442,146.23741
Grey River,3234,4,4.0,-38.68493,143.8209
Gringegalgona,3315,9,21.0,-37.42048,141.82383000000002
Gritjurk,3315,4,55.0,-37.56589,141.81083
Grovedale,3216,6503,14308.0,-38.2025,144.33174
Gruyere,3770,203,946.0,-37.72892,145.46741
Guildford,3451,125,333.0,-37.18946,144.16676999999999
Gunbower,3566,175,551.0,-35.94372,144.35418
Gundowring,3691,10,214.0,-36.37533,147.07731
Gunyah,3960,2,4.0,-38.543820000000004,146.29008000000002
Guys Forest,3709,7,18.0,-36.08896,147.67425
Guys Hill,3807,79,382.0,-38.01486,145.39113
Gymbowen,3401,8,52.0,-36.754490000000004,141.62721000000002
Haddon,3351,243,1194.0,-37.58846,143.69933
Hadfield,3046,4001,5610.0,-37.710609999999996,144.95004
Hallam,3803,7857,10852.0,-38.00672,145.26928999999998
Hallora,3818,31,126.0,-38.25315,145.83841999999999
Halls Gap,3381,308,430.0,-37.13239,142.53273000000002
Hallston,3953,42,156.0,-38.363409999999995,146.04241000000002
Hamilton,3300,7273,9974.0,-37.74637,142.01476
Hamlyn Heights,3215,2417,6293.0,-38.1188,144.3302
Hampton,3188,5265,13391.0,-37.937709999999996,145.00868
Hampton East,3188,3715,4689.0,-37.93854,145.03114
Hampton Park,3976,11347,25530.0,-38.0423,145.26757
Hansonville,3675,4,139.0,-36.61987,146.28669
Happy Valley,3360,43,85.0,-37.72663,143.59646999999998
Harcourt,3453,306,943.0,-36.99553,144.25573
Harcourt North,3453,67,265.0,-36.95381,144.27241999999998
Harkaway,3806,324,849.0,-37.99269,145.35721999999998
Harmers Haven,3995,33,37.0,-38.65703,145.57501000000002
Harrietville,3741,58,338.0,-36.91085,147.05583000000001
Harrow,3317,49,200.0,-37.14389,141.59788999999998
Harston,3616,43,174.0,-36.46305,145.11823
Hastings,3915,10895,9609.0,-38.29793,145.1868
Hattah,3501,43,28.0,-34.71098,142.28018
Havelock,3465,30,74.0,-36.96848,143.78298
Haven,3401,176,1304.0,-36.7616,142.18884
Hawkesdale,3287,52,322.0,-38.08467,142.26696
Hawkhurst,3862,2,3.0,-37.448879999999996,147.1722
Hawthorn,3122,11596,23511.0,-37.828520000000005,145.03044
Hawthorn East,3123,5387,14321.0,-37.83202,145.04981
Hazel Park,3966,6,41.0,-38.63462,146.38978
Hazelwood,3840,138,184.0,-38.28895,146.37733
Hazelwood North,3840,424,1478.0,-38.27017,146.47346000000002
Hazelwood South,3840,54,297.0,-38.31847,146.46088
Healesville,3777,2902,7461.0,-37.66662,145.54421000000002
Heath Hill,3981,26,161.0,-38.23925,145.70752
Heathcote,3523,1546,2793.0,-36.91142,144.71812
Heathcote Junction,3758,193,839.0,-37.38133,145.04363
Heathcote South,3523,6,14.0,-37.01124,144.71697
Heatherton,3202,1492,2907.0,-37.95551,145.09386999999998
Heathmere,3305,63,237.0,-38.21178,141.62433000000001
Heathmont,3135,3117,9688.0,-37.82885,145.24601
Hedley,3967,45,125.0,-38.66453,146.55563
Heidelberg,3084,12556,6225.0,-37.75137,145.07099
Heidelberg Heights,3081,4594,6087.0,-37.74215,145.05347
Heidelberg West,3081,8075,5545.0,-37.73923,145.04522
Hensley Park,3301,9,59.0,-37.62362,142.04203
Henty,3312,14,60.0,-37.652029999999996,141.5299
Hepburn,3461,74,599.0,-37.3162,144.12726999999998
Hepburn Springs,3461,151,329.0,-37.32108,144.1407
Herne Hill,3218,1400,3413.0,-38.1345,144.32407
Hernes Oak,3825,156,327.0,-38.22101,146.31585
Hesket,3442,64,168.0,-37.35447,144.63393
Hesse,3321,12,19.0,-38.08444,143.88669
Hexham,3273,63,143.0,-37.99035,142.67828
Heyfield,3858,1211,1993.0,-37.9719,146.7884
Heytesbury Lower,3268,11,52.0,-38.56411,142.9093
Heywood,3304,839,1726.0,-38.13312,141.64476000000002
Hiamdale,3847,6,26.0,-38.26847,146.74078
Hiawatha,3971,12,17.0,-38.53261,146.44053
High Camp,3764,62,108.0,-37.19121,144.87028999999998
Highett,3190,7045,10454.0,-37.95066,145.04007
Highlands,3660,36,122.0,-37.08423,145.4185
Highton,3216,4711,18953.0,-38.173159999999996,144.3108
Hilgay,3315,4,19.0,-37.622840000000004,141.62835
Hill End,3825,41,166.0,-38.01173,146.14893
Hillcrest,3351,31,95.0,-37.618109999999994,143.63401000000002
Hilldene,3660,71,346.0,-37.04067,145.05238
Hillside,3037,4820,17056.0,-37.69102,144.74154
Hinnomunjie,3898,2,25.0,-37.009640000000005,147.65712
Hmas Cerberus,3920,59,1040.0,-38.38171,145.20044
Hoddles Creek,3139,123,627.0,-37.85201,145.59374
Hollands Landing,3862,64,15.0,-38.05165,147.46361000000002
Homebush,3465,8,36.0,-37.03975,143.52868
Homerton,3304,8,23.0,-38.1344,141.81105
Homewood,3717,23,54.0,-37.19761,145.3147
Hopetoun,3396,180,739.0,-35.69838,142.3663
Hopetoun Park,3340,191,798.0,-37.69419,144.50133
Hoppers Crossing,3029,23931,38701.0,-37.868970000000004,144.70068
Hordern Vale,3238,20,43.0,-38.79995,143.48963999999998
Horfield,3567,23,91.0,-35.89013,144.21376999999998
Horsham,3400,14445,14543.0,-36.71891,142.19625
Hotham Heights,3741,2,196.0,-36.99923,147.16969
Hotspur,3303,18,45.0,-37.94702,141.55351000000002
Howes Creek,3723,11,70.0,-37.141690000000004,145.99244
Howitt Plains,3858,4,0.0,-37.19443,146.68787
Howqua,3723,32,110.0,-37.24406,146.19248000000002
Howqua Hills,3723,8,4.0,-37.18383,146.29098
Howqua Inlet,3723,38,56.0,-37.231790000000004,146.13785
Hughesdale,3166,2719,7556.0,-37.89833,145.0812
Humevale,3757,91,307.0,-37.50305,145.19387
Hunter,3558,14,44.0,-36.4359,144.50326
Hunterston,3971,4,26.0,-38.61654,146.81255
Huntingdale,3166,1116,1862.0,-37.90675,145.1086
Huntly,3551,823,2379.0,-36.66012,144.31757
Huntly North,3551,39,43.0,-36.58787,144.33302
Huon,3695,46,219.0,-36.22937,147.07623
Huon Creek,3691,13,135.0,-36.15587,146.82031
Hurstbridge,3099,1035,3450.0,-37.63698,145.1967
Icy Creek,3833,12,11.0,-37.886720000000004,146.0988
Iguana Creek,3875,5,44.0,-37.70075,147.33624
Illabarook,3351,11,32.0,-37.825,143.65225
Illawarra,3381,29,82.0,-37.06726,142.69568
Illowa,3282,55,304.0,-38.33625,142.40367
Indented Head,3223,346,1133.0,-38.13525,144.70502
Indigo Valley,3688,25,329.0,-36.19037,146.73803
Inglewood,3517,409,855.0,-36.5927,143.84148000000002
Ingliston,3342,47,50.0,-37.66001,144.31835
Invergordon,3636,172,610.0,-36.149190000000004,145.57818
Inverleigh,3321,228,1474.0,-38.10844,144.00329
Inverloch,3996,1882,5437.0,-38.620459999999994,145.73413
Invermay,3352,217,835.0,-37.50046,143.87718
Invermay Park,3350,507,1814.0,-37.52905,143.86035
Iona,3815,92,228.0,-38.152190000000004,145.68326000000002
Iraak,3494,53,128.0,-34.42304,142.29723
Irishtown,3451,4,15.0,-37.14757,144.23105
Ironbark,3550,828,1095.0,-36.755109999999995,144.26398999999998
Irrewarra,3249,91,345.0,-38.27073,143.6796
Irrewillipe,3249,33,125.0,-38.44818,143.41192
Irrewillipe East,3249,11,76.0,-38.42804,143.48633999999998
Irymple,3498,2172,5325.0,-34.24559,142.16577
Ivanhoe,3079,6518,12171.0,-37.76811,145.04575
Ivanhoe East,3079,1033,3815.0,-37.77452,145.06287
Jacana,3047,2392,2128.0,-37.68788,144.91132
Jack River,3971,14,134.0,-38.57018,146.55393
Jackass Flat,3556,480,1141.0,-36.71695,144.28591
Jacob Creek,3825,43,23.0,-37.99453,146.42455
Jam Jerrup,3984,47,97.0,-38.33586,145.53925
Jamieson,3723,129,301.0,-37.27108,146.12595
Jan Juc,3228,836,3683.0,-38.34495,144.29913
Jancourt,3266,12,29.0,-38.36685,143.09358999999998
Jancourt East,3266,48,188.0,-38.41308,143.19145
Jarklin,3517,19,37.0,-36.249,143.95335
Jarrahmond,3888,27,105.0,-37.67324,148.38419
Jarvis Creek,3700,8,43.0,-36.1761,147.19509
Jeeralang,3840,30,72.0,-38.36287,146.47002
Jeeralang Junction,3840,107,560.0,-38.348420000000004,146.41441
Jeetho,3945,38,106.0,-38.40602,145.72447
Jeffcott,3480,2,34.0,-36.316359999999996,143.14073
Jeffcott North,3480,6,9.0,-36.265240000000006,143.06847
Jeparit,3423,286,477.0,-36.11636,141.96951
Jericho,3825,2,0.0,-37.66815,146.24698999999998
Jil Jil,3483,1,18.0,-35.82253,142.97513999999998
Jindivick,3818,169,491.0,-38.02585,145.88762
Joel Joel,3384,7,22.0,-37.0058,142.98677
Joel South,3384,4,25.0,-37.06465,143.00502
Johanna,3238,24,63.0,-38.73253,143.39951000000002
Johnsonville,3902,92,327.0,-37.82154,147.80931999999999
Joyces Creek,3364,10,12.0,-37.083690000000004,143.98931000000002
Jumbuk,3869,4,31.0,-38.39604,146.42466000000002
Jumbunna,3951,20,127.0,-38.47203,145.75614
Junction Village,3977,259,1017.0,-38.13497,145.29201
Junortoun,3551,348,3201.0,-36.776959999999995,144.35985
Kaarimba,3635,60,85.0,-36.13945,145.27545
Kadnook,3318,11,41.0,-37.172259999999994,141.38103
Kalimna,3909,416,1249.0,-37.869479999999996,147.96457
Kalimna West,3909,133,141.0,-37.815670000000004,147.93593
Kalkallo,3064,1143,105.0,-37.52646,144.96131
Kalkee,3401,28,52.0,-36.55022,142.22277
Kallista,3791,206,1437.0,-37.89966,145.40358
Kalorama,3766,292,1239.0,-37.81713,145.38208
Kalpienung,3529,2,28.0,-35.84483,143.25197
Kamarooka,3570,58,92.0,-36.49391,144.36937
Kanagulk,3401,2,18.0,-37.11786,141.84291000000002
Kancoona,3691,9,84.0,-36.59077,147.00748000000002
Kangaroo Flat,3555,7550,10394.0,-36.80627,144.243
Kangaroo Ground,3097,228,1095.0,-37.69117,145.23049
Kaniva,3419,370,803.0,-36.406890000000004,141.24955
Kanumbra,3719,16,59.0,-37.05157,145.67565
Kanya,3387,1,12.0,-36.77152,142.9674
Kanyapella,3564,43,56.0,-36.12515,144.89108000000002
Karabeal,3294,5,30.0,-37.60094,142.19506
Kardella,3951,12,172.0,-38.4201,145.88433999999998
Kardella South,3950,20,108.0,-38.45709,145.87216999999998
Kariah,3260,25,94.0,-38.1058,143.22585
Karnak,3401,3,12.0,-36.84394,141.49656000000002
Karramomus,3631,21,37.0,-36.527570000000004,145.49289
Karyrie,3483,5,20.0,-35.92696,142.85786000000002
Katamatite,3649,167,401.0,-36.06847,145.69673999999998
Katamatite East,3649,23,35.0,-36.04456,145.75458999999998
Katandra,3634,9,113.0,-36.249109999999995,145.60241000000002
Katandra West,3634,117,476.0,-36.24674,145.55941
Katunga,3640,236,996.0,-35.99413,145.48166
Kawarren,3249,55,166.0,-38.50108,143.61031
Kealba,3021,2425,3194.0,-37.73877,144.82727
Keely,3568,11,60.0,-35.8547,144.24653999999998
Keilor,3036,2526,5853.0,-37.70944,144.82628
Keilor Downs,3038,4627,9995.0,-37.72045,144.80416
Keilor East,3033,5239,14514.0,-37.73872,144.85603
Keilor Lodge,3038,394,1752.0,-37.69757,144.80048
Keilor North,3036,331,67.0,-37.68114,144.78373
Keilor Park,3042,2099,2719.0,-37.71881,144.85455
Kellalac,3393,15,17.0,-36.36482,142.39926
Kelvin View,3666,13,64.0,-36.82757,145.6656
Kenley,3597,9,48.0,-34.83215,143.30571
Kennedys Creek,3239,10,42.0,-38.59818,143.24783
Kennett River,3234,31,41.0,-38.64215,143.80458000000002
Kennington,3550,2524,5649.0,-36.77474,144.30241
Kensington,3031,7870,10812.0,-37.79484,144.92538000000002
Kerang,3579,2934,3893.0,-35.724109999999996,143.9477
Kerang East,3579,12,40.0,-35.77178,144.01116000000002
Kergunyah,3691,39,215.0,-36.34496,146.98555
Kergunyah South,3691,5,58.0,-36.43679,147.02577
Kernot,3979,29,100.0,-38.439840000000004,145.61473
Kerrie,3434,40,81.0,-37.3803,144.67676
Kerrisdale,3660,49,73.0,-37.1726,145.24825
Kevington,3723,45,43.0,-37.35266,146.16545
Kew,3101,10522,24605.0,-37.80148,145.03089
Kew East,3102,1958,6635.0,-37.7905,145.05066000000002
Kewell,3390,23,48.0,-36.46386,142.42207
Keysborough,3173,12116,25785.0,-38.00638,145.166
Kialla,3631,2716,6817.0,-36.44813,145.40613000000002
Kialla East,3631,56,137.0,-36.4642,145.49679
Kialla West,3631,160,431.0,-36.47806,145.38943999999998
Kiata,3418,68,62.0,-36.359140000000004,141.7815
Kiewa,3691,85,474.0,-36.26958,147.01352
Kilcunda,3995,156,396.0,-38.55728,145.49268999999998
Killara,3691,144,625.0,-36.14066,146.9487
Killarney,3283,92,205.0,-38.34373,142.31823
Killawarra,3678,57,418.0,-36.25063,146.20801
Killingworth,3717,18,106.0,-37.181540000000005,145.42731
Kilmany,3851,82,171.0,-38.12234,146.91783999999998
Kilmore,3764,3999,7958.0,-37.29851,144.959
Kilmore East,3764,204,417.0,-37.27347,145.01217
Kilsyth,3137,4589,10891.0,-37.819179999999996,145.31819
Kilsyth South,3137,902,2988.0,-37.83104,145.30999
Kimbolton,3551,64,73.0,-36.92037,144.49093
King Valley,3678,13,101.0,-36.69478,146.40161
Kinglake,3763,508,1536.0,-37.52,145.3494
Kinglake Central,3757,96,345.0,-37.469229999999996,145.31983
Kinglake West,3757,378,1166.0,-37.47733,145.25078
Kingower,3517,27,32.0,-36.617909999999995,143.75464
Kings Park,3021,3926,8198.0,-37.73376,144.7722
Kingsbury,3083,2603,3780.0,-37.71699,145.03356000000002
Kingston,3364,44,177.0,-37.37989,143.95897
Kingsville,3012,1559,3946.0,-37.80771,144.87733
Kinnabulla,3483,12,32.0,-35.90033,142.71434
Kinypanial,3520,1,11.0,-36.355940000000004,143.79605
Kirkstall,3283,82,366.0,-38.26777,142.27865
Kirwans Bridge,3608,25,136.0,-36.725629999999995,145.15071
Kithbrook,3666,13,47.0,-36.80229,145.72232
Knebsworth,3286,3,9.0,-37.98835,141.87611
Knockwood,3723,25,0.0,-37.41916,146.25494
Knowsley,3523,95,160.0,-36.82727,144.59507
Knoxfield,3180,3866,7462.0,-37.8866,145.24813
Koallah,3260,6,29.0,-38.29439,143.23783999999998
Koetong,3704,23,20.0,-36.160540000000005,147.50037
Kolora,3265,33,142.0,-38.1268,142.92441000000002
Kongwak,3951,57,197.0,-38.50683,145.71524
Konongwootong,3315,8,50.0,-37.471709999999995,141.66516000000001
Koo Wee Rup,3981,1397,3579.0,-38.19097,145.49318
Kooloonong,3597,2,39.0,-34.8583,143.13663
Koonda,3669,1,15.0,-36.488929999999996,145.75086000000002
Koondrook,3580,257,991.0,-35.64371,144.13246
Koonoomoo,3644,418,296.0,-35.85053,145.57506999999998
Koonwarra,3954,78,404.0,-38.55944,145.95147
Kooreh,3477,17,31.0,-36.65215,143.39568
Koorlong,3501,116,366.0,-34.29866,142.05227
Koornalla,3844,29,98.0,-38.34782,146.5288
Kooroocheang,3364,7,28.0,-37.30308,144.03775
Koorool,3860,1,0.0,-37.7299,146.94093999999998
Koorooman,3953,14,105.0,-38.46798,146.02171
Kooyong,3144,627,817.0,-37.84108,145.03573
Koriella,3714,9,60.0,-37.158590000000004,145.65241
Korobeit,3341,10,77.0,-37.57635,144.34186
Koroit,3282,608,2055.0,-38.27637,142.37186
Korong Vale,3520,157,168.0,-36.36418,143.70633999999998
Koroop,3579,9,80.0,-35.73857,144.06366
Korumburra,3950,2573,4469.0,-38.43874,145.82343999999998
Korumburra South,3950,23,103.0,-38.47961,145.84403999999998
Korweinguboora,3461,48,168.0,-37.44145,144.14229
Kotta,3565,35,109.0,-36.19239,144.52626999999998
Kotupna,3638,73,105.0,-36.13377,145.11548
Koyuga,3622,133,315.0,-36.23567,144.8819
Krowera,3945,26,108.0,-38.45597,145.66058999999998
Kulwin,3490,8,15.0,-34.98984,142.5835
Kunat,3585,5,36.0,-35.51498,143.53933
Kurraca West,3518,1,10.0,-36.51032,143.5655
Kurting,3517,28,53.0,-36.54141,143.80973
Kurunjang,3337,4378,10070.0,-37.66207,144.5919
Kyabram,3620,4093,7331.0,-36.32685,145.03194
Kyabram South,3620,32,80.0,-36.38694,145.06781999999998
Kyneton,3444,3814,6951.0,-37.2233,144.4478
Kyneton South,3444,16,124.0,-37.29076,144.43511
Kyvalley,3621,85,329.0,-36.2833,145.00666
Laanecoorie,3463,69,177.0,-36.82465,143.91287
Laang,3265,14,100.0,-38.36675,142.81263
Labertouche,3816,174,356.0,-38.02608,145.7919
Laceby,3678,57,247.0,-36.44853,146.29371
Ladys Pass,3523,19,111.0,-36.82156,144.69322
Laen East,3480,3,11.0,-36.39886,142.90517
Laen North,3480,1,15.0,-36.378040000000006,142.82876000000002
Lah,3393,5,48.0,-36.12692,142.42106
Laharum,3401,56,196.0,-36.92255,142.34247
Lake Boga,3584,302,985.0,-35.44773,143.65429
Lake Bolac,3351,166,330.0,-37.7118,142.83547
Lake Bunga,3909,87,330.0,-37.862770000000005,148.03711
Lake Charm,3581,55,168.0,-35.59724,143.81703000000002
Lake Condah,3303,3,6.0,-38.08502,141.81412
Lake Eildon,3713,30,7.0,-37.18784,145.98162
Lake Fyans,3381,19,27.0,-37.13535,142.62794
Lake Gardens,3355,596,1695.0,-37.547579999999996,143.81582
Lake Goldsmith,3373,42,29.0,-37.53438,143.38916
Lake Lonsdale,3381,23,43.0,-37.04135,142.62912
Lake Marmal,3525,4,21.0,-36.1244,143.53345
Lake Meran,3579,6,23.0,-35.8984,143.78772
Lake Mundi,3312,20,29.0,-37.48741,141.1024
Lake Powell,3597,26,19.0,-34.71438,142.94228
Lake Rowan,3727,22,66.0,-36.26293,145.98125
Lake Tyers,3887,224,67.0,-37.84104,148.12159
Lake Tyers Beach,3909,204,727.0,-37.85833,148.0648
Lake Wendouree,3350,1832,2882.0,-37.549859999999995,143.83424
Lake Wongan,3373,1,8.0,-37.60423,143.14836
Lakes Entrance,3909,6237,4810.0,-37.855920000000005,148.00191
Lal Lal,3352,128,476.0,-37.667390000000005,144.02713
Lalbert,3542,31,151.0,-35.64764,143.44675
Lalor,3075,10735,22594.0,-37.66737,145.01335
Lamplough,3352,30,61.0,-37.14864,143.51495
Lancaster,3620,127,393.0,-36.29892,145.14503
Lance Creek,3995,11,136.0,-38.54602,145.67372
Lancefield,3435,841,2455.0,-37.26426,144.69073
Landsborough,3384,97,180.0,-37.019490000000005,143.14275
Landsborough West,3384,6,41.0,-37.00513,143.06727
Lang Lang,3984,982,1585.0,-38.29871,145.5762
Lang Lang East,3984,22,79.0,-38.269940000000005,145.65995
Langdons Hill,3363,7,21.0,-37.41581,144.06383
Langi Kal Kal,3352,20,400.0,-37.37745,143.49245
Langi Logan,3377,6,25.0,-37.393879999999996,142.92449
Langkoop,3318,7,111.0,-37.100429999999996,141.07997
Langley,3444,34,40.0,-37.15096,144.49764
Langsborough,3971,56,118.0,-38.649440000000006,146.67396000000002
Langwarrin,3910,7479,22588.0,-38.15424,145.19548999999998
Langwarrin South,3911,302,1248.0,-38.18878,145.18901
Lara,3212,6318,16355.0,-38.010459999999995,144.41407
Lardner,3821,228,117.0,-38.22031,145.87438999999998
Larpent,3249,43,194.0,-38.35304,143.50846
Lascelles,3487,33,93.0,-35.56244,142.60766
Launching Place,3139,575,2394.0,-37.78102,145.57765
Lauriston,3444,47,236.0,-37.24964,144.35622
Lavers Hill,3238,50,78.0,-38.66751,143.37455
Laverton,3028,5624,4915.0,-37.85785,144.76565
Laverton North,3026,4861,73.0,-37.8336,144.78698
Lawler,3480,2,19.0,-36.36645,142.76192
Lawloit,3418,21,15.0,-36.45665,141.45353
Lawrence,3364,12,17.0,-37.3249,143.89737
Leaghur,3537,2,19.0,-35.98491,143.80101000000002
Learmonth,3352,123,438.0,-37.42014,143.72178
Ledcourt,3385,13,44.0,-36.98764,142.56655
Leichardt,3516,24,125.0,-36.68375,144.07342
Leigh Creek,3352,74,63.0,-37.56103,143.95918999999998
Leitchville,3567,169,558.0,-35.91659,144.30066000000002
Lemnos,3631,108,246.0,-36.34445,145.47252
Leneva,3691,129,846.0,-36.20491,146.86046000000002
Leonards Hill,3461,12,45.0,-37.41278,144.14106
Leongatha,3953,2846,5654.0,-38.47204,145.94175
Leongatha North,3953,14,138.0,-38.4274,145.97448
Leongatha South,3953,97,628.0,-38.55518,145.8689
Leopold,3224,3063,12814.0,-38.19642,144.46325
Lerderderg,3458,33,0.0,-37.517140000000005,144.37593
Leslie Manor,3260,8,64.0,-38.10403,143.36747
Lethbridge,3332,161,1014.0,-37.950340000000004,144.09011
Lexton,3352,336,231.0,-37.253679999999996,143.51639
Licola,3858,70,11.0,-37.60273,146.59225
Licola North,3858,6,3.0,-37.5204,146.5443
Lillico,3820,10,86.0,-38.12356,145.96534
Lillicur,3371,16,29.0,-37.170120000000004,143.60031999999998
Lillimur,3420,53,110.0,-36.45101,141.13166
Lilliput,3682,6,76.0,-36.12781,146.45883
Lilydale,3140,11178,16531.0,-37.76167,145.37116
Lima,3673,4,79.0,-36.74957,145.94871
Lima East,3673,17,151.0,-36.81416,145.96348
Lima South,3673,29,99.0,-36.83372,146.02067
Limestone,3717,17,82.0,-37.27165,145.55334
Lindenow,3865,117,449.0,-37.796659999999996,147.46948999999998
Lindenow South,3875,107,434.0,-37.870490000000004,147.41983000000002
Lindsay,3312,1,7.0,-37.60382,141.07658
Lindsay Point,3496,7,38.0,-34.0916,141.03896
Linga,3509,8,10.0,-35.175090000000004,141.67002
Linton,3360,170,580.0,-37.69019,143.55291
Liparoo,3549,16,38.0,-34.80854,142.58042
Lismore,3324,218,420.0,-37.95811,143.35332
Litchfield,3480,8,51.0,-36.2946,142.83341000000001
Little Desert,3418,1,5.0,-36.49371,141.75203
Little Hampton,3458,29,62.0,-37.35918,144.28842
Little River,3211,1847,1322.0,-37.9352,144.4758
Llanelly,3551,21,38.0,-36.728559999999995,143.82725
Llowalong,3862,7,42.0,-37.90542,147.04173
Loch,3945,172,638.0,-38.37879,145.71091
Loch Sport,3851,698,814.0,-38.043690000000005,147.5859
Loch Valley,3833,26,0.0,-37.80681,146.00855
Lockington,3563,215,808.0,-36.270790000000005,144.50401000000002
Locksley,3665,56,110.0,-36.8422,145.32009
Lockwood,3551,171,754.0,-36.814659999999996,144.16987
Lockwood South,3551,120,961.0,-36.87892,144.14618000000002
Loddon Vale,3575,3,31.0,-36.00071,143.94811
Logan,3475,15,53.0,-36.626740000000005,143.48795
Londrigan,3678,27,127.0,-36.344390000000004,146.45004
Long Forest,3340,111,361.0,-37.65803,144.50578000000002
Long Gully,3550,3941,3383.0,-36.74377,144.25748000000002
Longford,3851,387,1497.0,-38.23786,147.09247
Longlea,3551,82,506.0,-36.76229,144.43013
Longwarry,3816,1435,2004.0,-38.124140000000004,145.77174
Longwarry North,3816,313,215.0,-38.07796,145.78595
Longwood,3665,67,240.0,-36.807179999999995,145.38666
Longwood East,3666,50,95.0,-36.82965,145.45693
Lorne,3232,1170,1114.0,-38.52328,143.91657
Lorquon,3418,3,10.0,-36.14385,141.77523
Lovely Banks,3213,1111,2301.0,-38.05024,144.3188
Lower Moira,3639,63,25.0,-36.08891,144.93081
Lower Norton,3401,16,231.0,-36.80335,142.08018
Lower Plenty,3093,1356,3891.0,-37.73855,145.11795
Loy Yang,3844,15,0.0,-38.249629999999996,146.57809
Lubeck,3385,9,36.0,-36.74747,142.52181000000002
Lucas,3350,542,1014.0,-37.544940000000004,143.77308
Lucknow,3875,665,1254.0,-37.80441,147.67503
Lucyvale,3691,14,28.0,-36.31406,147.60528
Lurg,3673,19,225.0,-36.57997,146.11766
Lynbrook,3975,3287,8519.0,-38.05703,145.25567
Lyndhurst,3975,2561,6725.0,-38.06492,145.22978
Lyons,3304,9,29.0,-38.0,141.48021
Lyonville,3461,22,175.0,-37.39683,144.26703999999998
Lysterfield,3156,1825,6663.0,-37.93408,145.30083
Lysterfield South,3156,295,957.0,-37.95305,145.2669
Macarthur,3286,108,522.0,-38.043009999999995,142.03341
Macclesfield,3782,181,851.0,-37.881859999999996,145.49001
Macedon,3440,794,2040.0,-37.42366,144.56118
Macks Creek,3971,13,29.0,-38.46578,146.61213
Macleod,3085,3275,9769.0,-37.72083,145.07568999999998
Macorna,3579,20,87.0,-35.91653,143.98946
